"No","year","month","day","hour","pm2.5","No","avg","std"
35784,2014,1,30,23,190,35784,140.66666666666666,13.912424503139475
35786,2014,1,31,1,469,35786,161.33333333333334,21.853044537445022
35799,2014,1,31,14,117,35799,77.33333333333333,5.185449728701349
35807,2014,1,31,22,167,35807,147.66666666666666,6.128258770283415
35814,2014,2,1,5,179,35814,170,2.160246899469287
35816,2014,2,1,7,190,35816,175,3.265986323710904
35835,2014,2,2,2,159,35835,143,1.4142135623730951
35877,2014,2,3,20,11,35877,6,0
35880,2014,2,3,23,16,35880,11.666666666666666,0.9428090415820636
35887,2014,2,4,6,7,35887,6,0
35888,2014,2,4,7,10,35888,6.333333333333333,0.4714045207910318
35891,2014,2,4,10,12,35891,9.666666666666666,0.47140452079103146
35898,2014,2,4,17,18,35898,7,0.816496580927726
35900,2014,2,4,19,50,35900,14,4.96655480858378
35910,2014,2,5,5,115,35910,68,4.546060565661952
35911,2014,2,5,6,155,35911,83.33333333333333,22.83759084394752
35927,2014,2,5,22,111,35927,86,7.118052168020874
35931,2014,2,6,2,204,35931,138.33333333333334,10.624918300339482
35949,2014,2,6,20,130,35949,109.33333333333333,6.599663291074445
35950,2014,2,6,21,155,35950,116.66666666666667,11.4697670227235
35955,2014,2,7,2,101,35955,90,2.943920288775949
35959,2014,2,7,6,119,35959,109,2.943920288775949
35963,2014,2,7,10,112,35963,103.33333333333333,2.3570226039551594
35969,2014,2,7,16,98,35969,87.66666666666667,2.6246692913372693
35971,2014,2,7,18,109,35971,96,4.320493798938574
35981,2014,2,8,4,115,35981,92.33333333333333,3.0912061651652327
35998,2014,2,8,21,14,35998,8.333333333333334,1.2472191289246473
36009,2014,2,9,8,12,36009,10.333333333333334,0.47140452079103146
36010,2014,2,9,9,16,36010,11,0.816496580927726
36020,2014,2,9,19,14,36020,10.666666666666666,0.4714045207910318
36022,2014,2,9,21,26,36022,13.333333333333334,1.6996731711975948
36033,2014,2,10,8,13,36033,8,0.816496580927726
36035,2014,2,10,10,22,36035,11,2.8284271247461903
36040,2014,2,10,15,26,36040,19.333333333333332,0.9428090415820636
36043,2014,2,10,18,34,36043,25,0.816496580927726
36044,2014,2,10,19,42,36044,27.666666666666668,4.496912521077347
36047,2014,2,10,22,64,36047,47.333333333333336,4.496912521077347
36050,2014,2,11,1,76,36050,65,0.816496580927726
36052,2014,2,11,3,120,36052,75,6.97614984548545
36061,2014,2,11,12,90,36061,67.66666666666667,3.8586123009300737
36063,2014,2,11,14,126,36063,88.66666666666667,12.283683848458852
36067,2014,2,11,18,188,36067,141.33333333333334,4.642796092394709
36074,2014,2,12,1,268,36074,193.66666666666666,18.83849486792639
36087,2014,2,12,14,55,36087,39.666666666666664,3.2998316455372216
36088,2014,2,12,15,114,36088,43.333333333333336,8.339997335464535
36091,2014,2,12,18,162,36091,103,8.04155872120988
36092,2014,2,12,19,237,36092,119,30.474032661705056
36097,2014,2,13,0,268,36097,156.66666666666666,13.123346456686349
36106,2014,2,13,9,198,36106,180.66666666666666,3.68178700572909
36109,2014,2,13,12,214,36109,203,3.559026084010437
36115,2014,2,13,18,220,36115,201.66666666666666,4.642796092394704
36121,2014,2,14,0,263,36121,248,3.559026084010437
36124,2014,2,14,3,276,36124,262,0.816496580927726
36133,2014,2,14,12,218,36133,202.33333333333334,4.496912521077351
36134,2014,2,14,13,234,36134,206.33333333333334,9.03081145609604
36135,2014,2,14,14,264,36135,216,15.57776192739723
36137,2014,2,14,16,307,36137,256.6666666666667,16.357125528513727
36141,2014,2,14,20,362,36141,320.3333333333333,6.798692684790384
36142,2014,2,14,21,487,36142,333.3333333333333,21.29684379328439
36145,2014,2,15,0,579,36145,453,24.041630560342615
36158,2014,2,15,13,327,36158,277.6666666666667,0.9428090415820567
36160,2014,2,15,15,418,36160,318,28.879058156387302
36168,2014,2,15,23,375,36168,346.6666666666667,7.586537784494024
36188,2014,2,16,19,242,36188,188.33333333333334,17.307673314329563
36201,2014,2,17,8,67,36201,50.333333333333336,3.091206165165234
36204,2014,2,17,11,78,36204,66,3.7416573867739413
36214,2014,2,17,21,75,36214,67.66666666666667,2.3570226039551594
36221,2014,2,18,4,46,36221,27.333333333333332,0.47140452079103146
36222,2014,2,18,5,65,36222,33.333333333333336,8.9566858950296
36226,2014,2,18,9,71,36226,59,3.7416573867739413
36229,2014,2,18,12,82,36229,72,2.943920288775949
36233,2014,2,18,16,64,36233,63,0
36235,2014,2,18,18,88,36235,63.5,0.5
36239,2014,2,18,22,104,36239,87.33333333333333,5.436502143433365
36240,2014,2,18,23,123,36240,95.33333333333333,6.342099196813484
36260,2014,2,19,19,34,36260,15,0.816496580927726
36262,2014,2,19,21,89,36262,29.333333333333332,10.338708279513883
36268,2014,2,20,3,160,36268,153.33333333333334,1.8856180831641285
36269,2014,2,20,4,173,36269,156,3.265986323710904
36272,2014,2,20,7,185,36272,175.66666666666666,3.091206165165238
36274,2014,2,20,9,190,36274,183,2.160246899469287
36275,2014,2,20,10,196,36275,186.33333333333334,2.624669291337267
36277,2014,2,20,12,221,36277,193,3
36280,2014,2,20,15,273,36280,231.33333333333334,7.845734863959877
36281,2014,2,20,16,327,36281,248.66666666666666,17.441967269268176
36287,2014,2,20,22,448,36287,395.3333333333333,3.399346342395188
36302,2014,2,21,13,334,36302,260.6666666666667,9.672412085697935
36313,2014,2,22,0,384,36313,341,9.41629792788369
36326,2014,2,22,13,377,36326,303.6666666666667,16.357125528513723
36333,2014,2,22,20,352,36333,338.3333333333333,2.4944382578492994
36348,2014,2,23,11,266,36348,248,2.8284271247461903
36352,2014,2,23,15,316,36352,277.3333333333333,5.436502143433368
36356,2014,2,23,19,360,36356,339,6.48074069840786
36360,2014,2,23,23,362,36360,357.6666666666667,0.4714045207910384
36366,2014,2,24,5,341,36366,339,0
36367,2014,2,24,6,344,36367,339.6666666666667,0.9428090415820567
36371,2014,2,24,10,350,36371,329,4.898979485566356
36376,2014,2,24,15,366,36376,348.3333333333333,5.792715732327584
36378,2014,2,24,17,391,36378,355.3333333333333,9.977753031397178
36379,2014,2,24,18,425,36379,371.6666666666667,14.05544576153867
36385,2014,2,25,0,371,36385,351,5.887840577551898
36386,2014,2,25,1,394,36386,360.3333333333333,7.717224601860157
36387,2014,2,25,2,453,36387,374,15.253414918196734
36397,2014,2,25,12,397,36397,371.3333333333333,2.0548046676563314
36400,2014,2,25,15,410,36400,394.3333333333333,3.7712361663282468
36401,2014,2,25,16,436,36401,398.6666666666667,8.653836657164774
36407,2014,2,25,22,545,36407,510.3333333333333,9.285592184789419
36408,2014,2,25,23,577,36408,525,15.57776192739723
36416,2014,2,26,7,496,36416,478.3333333333333,3.6817870057290865
36417,2014,2,26,8,519,36417,482.6666666666667,9.568466729604875
36420,2014,2,26,11,557,36420,519,5.715476066494082
36437,2014,2,27,4,21,36437,16.333333333333332,0.9428090415820636
36449,2014,2,27,16,17,36449,12.666666666666666,0.9428090415820636
36452,2014,2,27,19,19,36452,17.333333333333332,0.47140452079103146
36453,2014,2,27,20,31,36453,18,0.816496580927726
36454,2014,2,27,21,45,36454,22.333333333333332,6.18241233033047
36459,2014,2,28,2,130,36459,43,7.788880963698615
36467,2014,2,28,10,81,36467,58,3.7416573867739413
36468,2014,2,28,11,98,36468,67,10.198039027185569
36475,2014,2,28,18,118,36475,94.33333333333333,7.845734863959879
36477,2014,2,28,20,158,36477,106,15.57776192739723
36482,2014,3,1,1,188,36482,173,4.546060565661952
36483,2014,3,1,2,206,36483,176,8.640987597877148
36498,2014,3,1,17,14,36498,10.666666666666666,0.9428090415820632
36499,2014,3,1,18,29,36499,11.333333333333334,1.8856180831641265
36500,2014,3,1,19,51,36500,17.666666666666668,8.178562764256865
36502,2014,3,1,21,74,36502,42.666666666666664,9.741092797468305
36503,2014,3,1,22,93,36503,57.666666666666664,11.614167593456232
36507,2014,3,2,2,150,36507,123.33333333333333,8.653836657164781
36517,2014,3,2,12,174,36517,152.33333333333334,4.642796092394704
36524,2014,3,2,19,159,36524,141.66666666666666,3.2998316455372234
36527,2014,3,2,22,228,36527,169.33333333333334,10.07747763855398
36535,2014,3,3,6,209,36535,184.66666666666666,2.4944382578492936
36539,2014,3,3,10,269,36539,236.33333333333334,8.653836657164778
36552,2014,3,3,23,255,36552,240.33333333333334,1.699673171197598
36563,2014,3,4,10,14,36563,5.666666666666667,1.247219128924647
36577,2014,3,5,0,14,36577,8.333333333333334,0.9428090415820636
36580,2014,3,5,3,18,36580,11,2.160246899469287
36583,2014,3,5,6,26,36583,14.666666666666666,2.494438257849294
36594,2014,3,5,17,32,36594,26,0.816496580927726
36595,2014,3,5,18,39,36595,28.333333333333332,2.6246692913372707
36596,2014,3,5,19,49,36596,32.333333333333336,5.312459150169742
36608,2014,3,6,7,16,36608,10,1.4142135623730951
36610,2014,3,6,9,23,36610,14,1.632993161855452
36619,2014,3,6,18,17,36619,11.666666666666666,0.4714045207910318
36620,2014,3,6,19,27,36620,13.666666666666666,2.357022603955159
36622,2014,3,6,21,41,36622,24.333333333333332,5.2493385826745405
36625,2014,3,7,0,67,36625,45,5.656854249492381
36642,2014,3,7,17,31,36642,17,2.449489742783178
36646,2014,3,7,21,51,36646,39.666666666666664,1.2472191289246477
36647,2014,3,7,22,69,36647,43.333333333333336,5.557777333511022
36649,2014,3,8,0,111,36649,65.66666666666667,10.873004286866726
36650,2014,3,8,1,144,36650,85.66666666666667,18.208667044996883
36656,2014,3,8,7,160,36656,140,2.943920288775949
36659,2014,3,8,10,188,36659,162,3.559026084010437
36703,2014,3,10,6,78,36703,55,6.164414002968976
36706,2014,3,10,9,81,36706,76,1.632993161855452
36707,2014,3,10,10,86,36707,77,2.943920288775949
36709,2014,3,10,12,96,36709,85.33333333333333,3.299831645537223
36712,2014,3,10,15,111,36712,99,2.449489742783178
36713,2014,3,10,16,121,36713,104,5.0990195135927845
36715,2014,3,10,18,135,36715,118,4.96655480858378
36718,2014,3,10,21,183,36718,146.33333333333334,9.843215373488931
36721,2014,3,11,0,224,36721,188.33333333333334,4.9888765156985855
36722,2014,3,11,1,259,36722,202,15.895492023421818
36725,2014,3,11,4,267,36725,258.6666666666667,1.2472191289246535
36732,2014,3,11,11,303,36732,249.33333333333334,14.613540144521979
36752,2014,3,12,7,11,36752,10,0
36755,2014,3,12,10,12,36755,11,0
36756,2014,3,12,11,13,36756,11.333333333333334,0.47140452079103146
36760,2014,3,12,15,13,36760,10,0.816496580927726
36763,2014,3,12,18,15,36763,13,0
36764,2014,3,12,19,20,36764,13.666666666666666,0.9428090415820636
36765,2014,3,12,20,41,36765,16,2.943920288775949
36768,2014,3,12,23,66,36768,42.666666666666664,7.039570693980959
36776,2014,3,13,7,21,36776,15.666666666666666,1.699673171197595
36777,2014,3,13,8,32,36777,18,2.449489742783178
36784,2014,3,13,15,18,36784,15,0.816496580927726
36787,2014,3,13,18,28,36787,19,0.816496580927726
36811,2014,3,14,18,30,36811,19.333333333333332,2.494438257849294
36814,2014,3,14,21,52,36814,33.333333333333336,3.399346342395189
36824,2014,3,15,7,93,36824,84.66666666666667,2.0548046676563243
36825,2014,3,15,8,116,36825,87.33333333333333,4.496912521077348
36829,2014,3,15,12,109,36829,92.66666666666667,4.642796092394707
36832,2014,3,15,15,123,36832,109.33333333333333,0.47140452079103085
36833,2014,3,15,16,136,36833,114,6.377042156569663
36838,2014,3,15,21,168,36838,116,12.24744871391589
36855,2014,3,16,14,91,36855,75.66666666666667,2.4944382578492945
36856,2014,3,16,15,104,36856,79.66666666666667,8.05536398239638
36859,2014,3,16,18,137,36859,113.66666666666667,7.133644853010898
36873,2014,3,17,8,165,36873,152.33333333333334,2.0548046676563225
36874,2014,3,17,9,181,36874,157.33333333333334,5.557777333511019
36897,2014,3,18,8,20,36897,14.666666666666666,1.699673171197595
36900,2014,3,18,11,27,36900,18,1.632993161855452
36901,2014,3,18,12,52,36901,20.333333333333332,4.784233364802442
36915,2014,3,19,2,47,36915,31,2.160246899469287
36916,2014,3,19,3,72,36916,36.666666666666664,7.586537784494029
36919,2014,3,19,6,78,36919,71.66666666666667,1.2472191289246488
36920,2014,3,19,7,90,36920,73.66666666666667,3.2998316455372203
36942,2014,3,20,5,10,36942,6,0.816496580927726
36949,2014,3,20,12,17,36949,11.666666666666666,0.9428090415820632
36957,2014,3,20,20,18,36957,10.666666666666666,1.2472191289246473
36964,2014,3,21,3,12,36964,6,0.816496580927726
36968,2014,3,21,7,26,36968,15.333333333333334,1.699673171197595
36972,2014,3,21,11,24,36972,19.333333333333332,1.2472191289246475
36978,2014,3,21,17,28,36978,18.5,0.5
36984,2014,3,21,23,67,36984,52.666666666666664,2.624669291337271
36989,2014,3,22,4,93,36989,74.33333333333333,1.6996731711975954
36993,2014,3,22,8,109,36993,94.66666666666667,4.0276819911981905
37005,2014,3,22,20,31,37005,14.666666666666666,2.6246692913372702
37006,2014,3,22,21,61,37006,19.666666666666668,8.379870059984356
37007,2014,3,22,22,151,37007,36.333333333333336,18.354533197248273
37017,2014,3,23,8,173,37017,149,1.4142135623730951
37025,2014,3,23,16,156,37025,142.33333333333334,1.8856180831641234
37031,2014,3,23,22,214,37031,141.66666666666666,16.77961726487096
37035,2014,3,24,2,253,37035,248,0.816496580927726
37036,2014,3,24,3,261,37036,249.33333333333334,2.624669291337267
37039,2014,3,24,6,270,37039,260,2.160246899469287
37043,2014,3,24,10,281,37043,264.3333333333333,4.784233364802448
37053,2014,3,24,20,199,37053,173,7.788880963698615
37054,2014,3,24,21,225,37054,183.66666666666666,12.657891697365018
37059,2014,3,25,2,326,37059,288.6666666666667,9.030811456096039
37067,2014,3,25,10,239,37067,231,2.160246899469287
37080,2014,3,25,23,181,37080,152,4.08248290463863
37083,2014,3,26,2,226,37083,190.66666666666666,8.178562764256867
37087,2014,3,26,6,311,37087,264,11.575836902790225
37105,2014,3,27,0,465,37105,400,11.045361017187261
37115,2014,3,27,10,369,37115,341.6666666666667,5.436502143433368
37116,2014,3,27,11,403,37116,348.3333333333333,14.704496666741857
37125,2014,3,27,20,107,37125,92,4.96655480858378
37127,2014,3,27,22,125,37127,104.66666666666667,6.342099196813481
37129,2014,3,28,0,145,37129,119.66666666666667,6.182412330330468
37133,2014,3,28,4,191,37133,155.33333333333334,2.6246692913372716
37146,2014,3,28,17,100,37146,55,3.559026084010437
37147,2014,3,28,18,142,37147,70.66666666666667,20.997354330698162
37150,2014,3,28,21,183,37150,143.33333333333334,3.399346342395187
37151,2014,3,28,22,217,37151,157,18.672618098881223
37159,2014,3,29,6,28,37159,18,2.8284271247461903
37173,2014,3,29,20,36,37173,26,0.816496580927726
37174,2014,3,29,21,47,37174,29.666666666666668,4.496912521077347
37195,2014,3,30,18,18,37195,11.333333333333334,1.6996731711975948
37199,2014,3,30,22,39,37199,24,2.449489742783178
37201,2014,3,31,0,64,37201,36.666666666666664,7.1336448530109
37202,2014,3,31,1,106,37202,49,10.801234497346433
37209,2014,3,31,8,180,37209,130,12.832251036613439
37212,2014,3,31,11,235,37212,196,12.027745701779143
37224,2014,3,31,23,175,37224,124.66666666666667,13.123346456686349
37230,2014,4,1,5,180,37230,175,1.4142135623730951
37231,2014,4,1,6,196,37231,177,2.449489742783178
37232,2014,4,1,7,214,37232,183.33333333333334,9.28559218478941
37252,2014,4,2,3,119,37252,99,3.265986323710904
37256,2014,4,2,7,138,37256,119.33333333333333,4.642796092394708
37257,2014,4,2,8,160,37257,125,10.23067283548187
37263,2014,4,2,14,98,37263,80,3.265986323710904
37266,2014,4,2,17,132,37266,96.33333333333333,7.845734863959879
37284,2014,4,3,11,14,37284,8,1.4142135623730951
37292,2014,4,3,19,19,37292,7.666666666666667,0.9428090415820634
37296,2014,4,3,23,33,37296,20,1.632993161855452
37302,2014,4,4,5,36,37302,29.666666666666668,1.6996731711975945
37304,2014,4,4,7,42,37304,35,2.160246899469287
37305,2014,4,4,8,59,37305,38.333333333333336,2.62466929133727
37317,2014,4,4,20,20,37317,13.666666666666666,2.0548046676563256
37319,2014,4,4,22,31,37319,16,2.8284271247461903
37328,2014,4,5,7,49,37328,35,2.160246899469287
37336,2014,4,5,15,14,37336,6,1.632993161855452
37339,2014,4,5,18,25,37339,11.333333333333334,1.8856180831641267
37342,2014,4,5,21,48,37342,30.666666666666668,4.9216076867444665
37345,2014,4,6,0,57,37345,48.333333333333336,0.47140452079103085
37351,2014,4,6,6,71,37351,62.333333333333336,1.8856180831641272
37352,2014,4,6,7,102,37352,64.33333333333333,4.714045207910319
37364,2014,4,6,19,59,37364,43.333333333333336,2.357022603955158
37366,2014,4,6,21,82,37366,54.333333333333336,6.599663291074443
37372,2014,4,7,3,70,37372,57.333333333333336,4.02768199119819
37375,2014,4,7,6,87,37375,74.66666666666667,4.1096093353126495
37377,2014,4,7,8,105,37377,86.66666666666667,5.312459150169741
37390,2014,4,7,21,123,37390,104.66666666666667,5.312459150169741
37391,2014,4,7,22,147,37391,113,7.483314773547883
37394,2014,4,8,1,194,37394,156,7.788880963698615
37402,2014,4,8,9,193,37402,175.33333333333334,4.189935029992175
37405,2014,4,8,12,206,37405,196,2.449489742783178
37419,2014,4,9,2,140,37419,136.66666666666666,0.9428090415820617
37420,2014,4,9,3,145,37420,137.33333333333334,1.8856180831641234
37424,2014,4,9,7,196,37424,150.33333333333334,2.494438257849292
37435,2014,4,9,18,73,37435,61,3.7416573867739413
37437,2014,4,9,20,580,37437,72.66666666666667,6.12825877028341
37451,2014,4,10,10,125,37451,94.66666666666667,5.312459150169744
37463,2014,4,10,22,72,37463,64.66666666666667,1.2472191289246468
37469,2014,4,11,4,76,37469,67.33333333333333,2.867441755680877
37482,2014,4,11,17,52,37482,38.666666666666664,2.0548046676563256
37485,2014,4,11,20,68,37485,57,3.559026084010437
37486,2014,4,11,21,83,37486,62.333333333333336,4.02768199119819
37487,2014,4,11,22,103,37487,70.33333333333333,9.533566430716728
37492,2014,4,12,3,96,37492,82.66666666666667,4.1096093353126495
37493,2014,4,12,4,118,37493,88.66666666666667,5.734883511361749
37498,2014,4,12,9,190,37498,148,7.0710678118654755
37507,2014,4,12,18,109,37507,85,7.118052168020874
37512,2014,4,12,23,155,37512,116.33333333333333,4.496912521077348
37516,2014,4,13,3,142,37516,126.33333333333333,4.642796092394708
37521,2014,4,13,8,157,37521,150,0.816496580927726
37522,2014,4,13,9,173,37522,152.33333333333334,3.399346342395187
37535,2014,4,13,22,186,37535,142.66666666666666,10.87300428686673
37536,2014,4,13,23,231,37536,160,20.46134567096374
37540,2014,4,14,3,282,37540,255,5.354126134736337
37546,2014,4,14,9,270,37546,248.66666666666666,4.642796092394704
37556,2014,4,14,19,246,37556,224,0
37564,2014,4,15,3,57,37564,55.333333333333336,0.4714045207910321
37565,2014,4,15,4,67,37565,55.666666666666664,0.9428090415820642
37569,2014,4,15,8,105,37569,76.66666666666667,5.792715732327588
37581,2014,4,15,20,47,37581,37.333333333333336,2.494438257849295
37587,2014,4,16,2,51,37587,38.333333333333336,2.494438257849295
37598,2014,4,16,13,85,37598,50,2.160246899469287
37603,2014,4,16,18,67,37603,58.333333333333336,2.624669291337271
37604,2014,4,16,19,96,37604,60,4.96655480858378
37608,2014,4,16,23,134,37608,92,6.97614984548545
37613,2014,4,17,4,145,37613,114.66666666666667,6.0184900284225975
37618,2014,4,17,9,116,37618,108.66666666666667,1.247219128924646
37626,2014,4,17,17,117,37626,101.33333333333333,0.47140452079103085
37627,2014,4,17,18,131,37627,106.33333333333333,7.542472332656509
37630,2014,4,17,21,141,37630,128.66666666666666,1.6996731711975925
37636,2014,4,18,3,156,37636,150.33333333333334,1.699673171197594
37640,2014,4,18,7,150,37640,141.33333333333334,1.2472191289246497
37641,2014,4,18,8,162,37641,143.66666666666666,4.496912521077351
37644,2014,4,18,11,193,37644,170.66666666666666,6.944222218666556
37649,2014,4,18,16,176,37649,161,4.242640687119285
37665,2014,4,19,8,72,37665,60.666666666666664,2.357022603955158
37673,2014,4,19,16,55,37673,44.666666666666664,3.39934634239519
37678,2014,4,19,21,67,37678,55.333333333333336,2.8674417556808747
37681,2014,4,20,0,95,37681,72.33333333333333,4.496912521077348
37684,2014,4,20,3,128,37684,104,6.97614984548545
37697,2014,4,20,16,33,37697,20.333333333333332,2.357022603955159
37702,2014,4,20,21,69,37702,54.666666666666664,4.189935029992179
37721,2014,4,21,16,30,37721,25,0.816496580927726
37722,2014,4,21,17,44,37722,26.333333333333332,2.6246692913372707
37726,2014,4,21,21,43,37726,32.666666666666664,2.494438257849295
37727,2014,4,21,22,66,37727,37,4.546060565661952
37730,2014,4,22,1,90,37730,69,2.943920288775949
37731,2014,4,22,2,106,37731,77,9.41629792788369
37737,2014,4,22,8,104,37737,61.666666666666664,6.944222218666553
37743,2014,4,22,14,170,37743,47.666666666666664,8.498365855987975
37759,2014,4,23,6,108,37759,98.66666666666667,0.47140452079103085
37760,2014,4,23,7,129,37760,102,4.242640687119285
37766,2014,4,23,13,185,37766,166.66666666666666,5.249338582674544
37783,2014,4,24,6,107,37783,92,2.943920288775949
37786,2014,4,24,9,119,37786,109.33333333333333,2.054804667656327
37790,2014,4,24,13,128,37790,122.66666666666667,1.699673171197596
37791,2014,4,24,14,135,37791,124.66666666666667,2.8674417556808742
37800,2014,4,24,23,140,37800,118.66666666666667,1.6996731711975934
37804,2014,4,25,3,155,37804,139.33333333333334,2.8674417556808725
37809,2014,4,25,8,135,37809,117.33333333333333,5.734883511361753
37810,2014,4,25,9,156,37810,125.66666666666667,7.0395706939809575
37814,2014,4,25,13,177,37814,166.33333333333334,2.494438257849292
37819,2014,4,25,18,112,37819,96,4.898979485566356
37831,2014,4,26,6,28,37831,23,1.632993161855452
37834,2014,4,26,9,38,37834,29.333333333333332,1.2472191289246475
37836,2014,4,26,11,61,37836,36,3.559026084010437
37845,2014,4,26,20,59,37845,49.333333333333336,1.8856180831641272
37851,2014,4,27,2,49,37851,39.333333333333336,2.357022603955158
37852,2014,4,27,3,59,37852,42,5.354126134736337
37853,2014,4,27,4,72,37853,49.666666666666664,7.363574011458175
37862,2014,4,27,13,78,37862,31.333333333333332,8.178562764256865
37867,2014,4,27,18,135,37867,72,12.355835328567093
37871,2014,4,27,22,116,37871,83,10.614455552060438
37877,2014,4,28,4,64,37877,38,0.816496580927726
37881,2014,4,28,8,86,37881,75.33333333333333,3.2998316455372234
37882,2014,4,28,9,106,37882,79.66666666666667,5.312459150169741
37883,2014,4,28,10,132,37883,90.66666666666667,11.115554667022044
37891,2014,4,28,18,58,37891,44,3.559026084010437
37895,2014,4,28,22,105,37895,67.33333333333333,3.6817870057290882
37900,2014,4,29,3,105,37900,88.66666666666667,5.436502143433362
37905,2014,4,29,8,113,37905,90,5.354126134736337
37927,2014,4,30,6,111,37927,97,2.449489742783178
37929,2014,4,30,8,146,37929,108.66666666666667,6.342099196813481
37931,2014,4,30,10,221,37931,139,17.45470328211473
37938,2014,4,30,17,153,37938,82,2.943920288775949
37945,2014,5,1,0,94,37945,89,1.4142135623730951
37947,2014,5,1,2,107,37947,92.66666666666667,4.189935029992177
37949,2014,5,1,4,152,37949,105.33333333333333,6.236095644623237
37953,2014,5,1,8,150,37953,133,2.8284271247461903
37954,2014,5,1,9,162,37954,140,7.0710678118654755
37959,2014,5,1,14,202,37959,148.33333333333334,6.847546194724709
37978,2014,5,2,9,52,37978,30,6.377042156569663
37982,2014,5,2,13,60,37982,51.333333333333336,1.8856180831641272
37992,2014,5,2,23,42,37992,25,2.8284271247461903
37999,2014,5,3,6,64,37999,40.333333333333336,1.2472191289246477
38000,2014,5,3,7,88,38000,48.333333333333336,11.145502331533658
38003,2014,5,3,10,167,38003,104.66666666666667,13.888444437333103
38026,2014,5,4,9,59,38026,49.333333333333336,2.357022603955158
38039,2014,5,4,22,46,38039,29.666666666666668,2.6246692913372702
38040,2014,5,4,23,98,38040,36.333333333333336,6.847546194724711
38063,2014,5,5,22,50,38063,37,2.160246899469287
38067,2014,5,6,2,63,38067,58,1.4142135623730951
38068,2014,5,6,3,72,38068,59.333333333333336,2.8674417556808747
38073,2014,5,6,8,93,38073,69,5.887840577551898
38078,2014,5,6,13,123,38078,102.66666666666667,6.128258770283411
38085,2014,5,6,20,120,38085,107.33333333333333,0.9428090415820642
38086,2014,5,6,21,154,38086,111.33333333333333,6.182412330330471
38092,2014,5,7,3,132,38092,125.66666666666667,1.247219128924646
38095,2014,5,7,6,159,38095,133,1.4142135623730951
38109,2014,5,7,20,23,38109,13,1.4142135623730951
38112,2014,5,7,23,63,38112,21,3.559026084010437
38116,2014,5,8,3,128,38116,95.33333333333333,10.338708279513883
38120,2014,5,8,7,136,38120,125.33333333333333,0.47140452079103334
38121,2014,5,8,8,147,38121,129,4.96655480858378
38129,2014,5,8,16,79,38129,61.666666666666664,2.8674417556808756
38137,2014,5,9,0,84,38137,62.666666666666664,6.128258770283413
38143,2014,5,9,6,90,38143,71.66666666666667,2.3570226039551567
38158,2014,5,9,21,56,38158,45,1.632993161855452
38170,2014,5,10,9,55,38170,47.666666666666664,1.6996731711975948
38172,2014,5,10,11,63,38172,51,3.265986323710904
38178,2014,5,10,17,70,38178,61.666666666666664,1.8856180831641258
38186,2014,5,11,1,48,38186,41.333333333333336,0.9428090415820629
38206,2014,5,11,21,30,38206,19,2.943920288775949
38209,2014,5,12,0,40,38209,31,2.943920288775949
38214,2014,5,12,5,57,38214,46.333333333333336,0.9428090415820629
38215,2014,5,12,6,65,38215,50.333333333333336,4.714045207910316
38225,2014,5,12,16,30,38225,23,0
38227,2014,5,12,18,40,38227,27.333333333333332,3.091206165165235
38228,2014,5,12,19,52,38228,33,4.96655480858378
38236,2014,5,13,3,50,38236,41.666666666666664,1.2472191289246464
38239,2014,5,13,6,80,38239,51.333333333333336,4.189935029992177
38240,2014,5,13,7,108,38240,61.333333333333336,13.816254517375137
38253,2014,5,13,20,40,38253,31.333333333333332,1.8856180831641265
38258,2014,5,14,1,38,38258,28.666666666666668,2.867441755680875
38273,2014,5,14,16,18,38273,14.666666666666666,0.9428090415820632
38278,2014,5,14,21,30,38278,21,2.8284271247461903
38282,2014,5,15,1,76,38282,27.333333333333332,2.054804667656326
38289,2014,5,15,8,89,38289,47,9.092121131323903
38293,2014,5,15,12,69,38293,45.666666666666664,4.9216076867444665
38304,2014,5,15,23,121,38304,98,4.96655480858378
38305,2014,5,16,0,203,38305,106.66666666666667,11.085526098877258
38314,2014,5,16,9,271,38314,73.66666666666667,13.097921802925667
38326,2014,5,16,21,63,38326,42.666666666666664,3.681787005729088
38328,2014,5,16,23,105,38328,60.333333333333336,9.977753031397176
38336,2014,5,17,7,94,38336,71,3.559026084010437
38340,2014,5,17,11,109,38340,97.33333333333333,0.9428090415820642
38354,2014,5,18,1,58,38354,30,2.8284271247461903
38359,2014,5,18,6,77,38359,68.66666666666667,0.9428090415820642
38360,2014,5,18,7,84,38360,71.66666666666667,3.8586123009300737
38362,2014,5,18,9,103,38362,83.33333333333333,4.921607686744468
38365,2014,5,18,12,132,38365,100.66666666666667,1.6996731711975954
38366,2014,5,18,13,198,38366,110.33333333333333,15.3260852434302
38387,2014,5,19,10,95,38387,79,3.265986323710904
38388,2014,5,19,11,134,38388,85.66666666666667,6.798692684790378
38398,2014,5,19,21,123,38398,101,2.943920288775949
38399,2014,5,19,22,141,38399,108,10.98483803552272
38414,2014,5,20,13,18,38414,17,0
38421,2014,5,20,20,45,38421,21.333333333333332,0.9428090415820636
38422,2014,5,20,21,121,38422,29.666666666666668,10.842303978193728
38435,2014,5,21,10,85,38435,79.33333333333333,0.47140452079103085
38438,2014,5,21,13,90,38438,83.66666666666667,1.8856180831641285
38439,2014,5,21,14,97,38439,85.33333333333333,3.6817870057290882
38441,2014,5,21,16,115,38441,96.66666666666667,5.312459150169741
